,abstract,headline,pub_date
152,"now, employees who interact with the public, including pharmacy cashiers, qualify. it was the second time in two days that the state amended its rules.","after unused vaccines are thrown in trash, cuomo loosens rules",2021-01-10 18:45:20+00:00
153,"florida decided people 65 and older should get the coronavirus vaccine first. but demand has overwhelmed supply, and people are frustrated.",‘it became sort of lawless’: florida vaccine rollout turns into a free-for-all,2021-01-10 19:01:25+00:00
154,here’s what you need to know.,"trump, covid-19, u.k.: your monday briefing",2021-01-11 03:37:17+00:00
155,"quotation of the day for monday, january 11, 2021.",quotation of the day: vaccine rules are loosened a 2nd time to inhibit waste,2021-01-11 04:57:20+00:00
156,"in this lesson, students will meet a 4-year-old girl, her adult neighbor and a fairy named sapphire. then, they will consider the power of friendship and magical thinking — especially in these trying times.","lesson of the day: ‘in a pandemic fairy tale, a garden leads to a magical friendship’",2021-01-11 09:00:02+00:00
157,"the dtp vaccine teaches us about how brilliant vaccine technology can be, but also how it can be studied and improved over time.","an appreciation for vaccines, and how far they have come",2021-01-11 10:00:08+00:00
158,"new york on monday began giving vaccines to residents 75 and older as well as a wider range of essential workers, as state health officials expanded the group of people eligible to receive the vaccine.",more new yorkers start receiving the covid-19 vaccine.,2021-01-11 10:01:38+00:00
159,"with the coronavirus at a peak in the united states, we look at the latest in the fight against the disease.",a pandemic update: the variant and the vaccine rollout,2021-01-11 11:00:08+00:00
160,"indonesia  authorized on monday the emergency use of a covid-19 vaccine made by a private chinese company, after late-stage clinical data reaffirmed that the shot is effective. the step cleared the way for a mass vaccination program to begin in the country.",indonesia gives emergency approval to a vaccine from a chinese company.,2021-01-11 11:23:09+00:00
161,"a diet full of highly processed foods with added sugars and salt promoted gut microbes linked to obesity, heart disease and diabetes.","how the right foods may lead to a healthier gut, and better health",2021-01-11 16:00:08+00:00
162,,watch live: biden receives second vaccine dose.,2021-01-11 18:27:23+00:00
163,"facing a daunting budget shortfall and a surging second wave, gov. andrew cuomo unveiled new york’s agenda as state leaders seek help from washington.","with state in crisis, cuomo outlines plan to ‘win the covid war’",2021-01-11 18:46:11+00:00
164,mayor bill de blasio of new york announced on monday that the city has begun administering coronavirus vaccines to residents aged 75 and older as well as a wider range of essential workers.,‘we have work to do’: more new yorkers receive vaccine,2021-01-11 19:44:58+00:00
165,"the east parking lot at hard rock stadium has been a virus testing facility since march, closing for games for the n.f.l.’s miami dolphins and the university of miami football teams. it also shut down for the orange bowl, though it is typically open seven days a week.","while fans watch alabama and ohio state duke it out, the host state florida struggles with the coronavirus.",2021-01-11 20:02:10+00:00
166,"while mayor muriel e. bowser of washington, d.c., was grappling with the riot that tore through the capitol last week, another crisis was slowly unfolding in the district: a surge of coronavirus cases.",washington has another problem: the coronavirus is surging in the capital.,2021-01-11 20:11:03+00:00
167,"the palestinian authority has given emergency authorization to russia’s sputnik v covid-19 vaccine, health minister mai al-kaila announced on monday.",the palestinian authority authorizes use of russia’s sputnik v vaccine.,2021-01-11 20:12:03+00:00
168,"gov. andrew m. cuomo of new york unveiled his 2021 agenda during his state of the state address on monday, focusing on the coronavirus and its ramifications for the state.","‘we will win the covid war,’ says cuomo in 2021 agenda speech",2021-01-11 21:19:01+00:00
169,democrats controlling the white house and congress will unlock fresh options as president-elect joe biden battles the pandemic.,coronavirus briefing: what happened today,2021-01-11 23:15:24+00:00
170,"the district has seen more new cases in the last week than in any other seven-day stretch in the pandemic, part of a broader surge in the nation’s mid-atlantic region.","reeling from a riot, washington faces rising coronavirus cases",2021-01-11 23:32:28+00:00
171,"mayor muriel e. bowser of washington urged residents to be vigilant against the coronavirus on monday, and announced that any resident 65 or older could make an appointment to receive the vaccine.",washington grapples with coronavirus surge,2021-01-11 23:44:24+00:00
172,"members of a mob, many unmasked, roamed the halls of the capitol. unmasked republicans jammed into secure rooms. the outcome is worrisome to many members of congress.",did mixing a riot with a pandemic yield a superspreader event?,2021-01-12 00:41:36+00:00
173,"“aside from some congestion and coughing, the gorillas are doing well,” said lisa peterson, executive director of the san diego zoo safari park.",gorillas at zoo in san diego test positive for coronavirus,2021-01-12 00:58:36+00:00
174,"gov. gavin newsom of california described an “all-hands-on-deck approach” that will allow a wider range of health care workers, including pharmacists and dentists, to administer the coronavirus vaccine.",newsom broadens who can administer vaccines,2021-01-12 01:00:17+00:00
175,officials at the zoo’s safari park said that several gorillas had tested positive for the virus and that they believed an asymptomatic staff member infected the animals.,gorillas test positive for coronavirus at san diego zoo,2021-01-12 02:27:49+00:00
176,"ohio state could not keep up with alabama’s offensive combination of devonta smith, mac jones and najee harris.",alabama ends pandemic season by overpowering ohio state,2021-01-12 05:31:06+00:00
177,"several gorillas at the san diego zoo safari park have tested positive for the coronavirus, becoming what federal officials say are the first known apes in the united states to be infected.",gorillas at a san diego zoo park tested positive for the coronavirus.,2021-01-12 09:58:35+00:00
178,"in recent weeks, scientists have raised concerns about a coronavirus variant first detected in december in south africa, noting that this version of the virus may spread more quickly than its cousins, and perhaps be harder to quash with current vaccines.",here’s what to know about the south african and u.k. virus variants.,2021-01-12 09:58:37+00:00
